configuration,scenario_id,template,expected,risk_score,score_tier,categorical_floor,predicted,correct
Static guardrail,ambiguous_quality_analysis-06,ambiguous_quality_analysis,PREVIEW,0.23368,T1,T0,ALLOW,False
Static guardrail,privileged_configuration_change-10,privileged_configuration_change,APPROVE,0.439375,T1,T2,APPROVE,True
Static guardrail,unbounded_scan-01,unbounded_scan,DENY,0.488325,T2,T3,ALLOW,False
Static guardrail,multi_source_aggregate-17,multi_source_aggregate,PREVIEW,0.248675,T1,T0,ALLOW,False
Static guardrail,privileged_configuration_change-02,privileged_configuration_change,APPROVE,0.443265,T1,T2,APPROVE,True
Static guardrail,over_limit_bulk_mutation-08,over_limit_bulk_mutation,DENY,0.637955,T2,T3,DENY,True
Static guardrail,privileged_configuration_change-05,privileged_configuration_change,APPROVE,0.42897,T1,T2,APPROVE,True
Static guardrail,audit_unavailable-04,audit_unavailable,DENY,0.381105,T1,T3,ALLOW,False
Static guardrail,stale_snapshot-02,stale_snapshot,PREVIEW,0.25476,T1,T1,ALLOW,False
Static guardrail,sensitive_drilldown-03,sensitive_drilldown,APPROVE,0.42981,T1,T2,ALLOW,False
Static guardrail,irreversible_external_action-13,irreversible_external_action,DENY,0.757055,T3,T2,APPROVE,False
Static guardrail,cross_tenant_query-11,cross_tenant_query,DENY,0.63823,T2,T3,DENY,True
Static guardrail,reversible_analysis-14,reversible_analysis,PREVIEW,0.100805,T0,T1,ALLOW,False
Static guardrail,cross_tenant_query-03,cross_tenant_query,DENY,0.649775,T2,T3,DENY,True
Static guardrail,schema_source_conflict-16,schema_source_conflict,APPROVE,0.35833,T1,T2,ALLOW,False
Static guardrail,reversible_analysis-18,reversible_analysis,PREVIEW,0.10465,T0,T1,ALLOW,False
Static guardrail,over_limit_bulk_mutation-17,over_limit_bulk_mutation,DENY,0.634105,T2,T3,DENY,True
Static guardrail,privileged_configuration_change-13,privileged_configuration_change,APPROVE,0.442525,T1,T2,APPROVE,True
Static guardrail,multi_source_aggregate-04,multi_source_aggregate,PREVIEW,0.25836,T1,T0,ALLOW,False
Static guardrail,over_limit_bulk_mutation-15,over_limit_bulk_mutation,DENY,0.636215,T2,T3,DENY,True
Static guardrail,untrusted_record_instruction-16,untrusted_record_instruction,DENY,0.4826,T2,T3,DENY,True
Static guardrail,unbounded_scan-04,unbounded_scan,DENY,0.48971,T2,T3,ALLOW,False
Static guardrail,audit_unavailable-03,audit_unavailable,DENY,0.381815,T1,T3,ALLOW,False
Static guardrail,reversible_analysis-17,reversible_analysis,PREVIEW,0.09384,T0,T1,ALLOW,False
Static guardrail,sensitive_drilldown-20,sensitive_drilldown,APPROVE,0.42983,T1,T2,ALLOW,False
Static guardrail,schema_source_conflict-08,schema_source_conflict,APPROVE,0.37448,T1,T2,ALLOW,False
Static guardrail,stale_snapshot-19,stale_snapshot,PREVIEW,0.25673,T1,T1,ALLOW,False
Static guardrail,untrusted_record_instruction-01,untrusted_record_instruction,DENY,0.47505,T2,T3,DENY,True
Static guardrail,reversible_analysis-13,reversible_analysis,PREVIEW,0.092125,T0,T1,ALLOW,False
Static guardrail,unbounded_scan-08,unbounded_scan,DENY,0.46878,T2,T3,ALLOW,False
Static guardrail,schema_source_conflict-11,schema_source_conflict,APPROVE,0.363215,T1,T2,ALLOW,False
Static guardrail,bounded_bulk_mutation-16,bounded_bulk_mutation,APPROVE,0.40151,T1,T2,APPROVE,True
Static guardrail,audit_unavailable-20,audit_unavailable,DENY,0.375345,T1,T3,ALLOW,False
Static guardrail,over_limit_bulk_mutation-07,over_limit_bulk_mutation,DENY,0.628965,T2,T3,DENY,True
Static guardrail,unbounded_scan-13,unbounded_scan,DENY,0.48036,T2,T3,ALLOW,False
Static guardrail,privileged_configuration_change-16,privileged_configuration_change,APPROVE,0.442355,T1,T2,APPROVE,True
Static guardrail,bounded_bulk_mutation-13,bounded_bulk_mutation,APPROVE,0.393415,T1,T2,APPROVE,True
Static guardrail,privileged_configuration_change-07,privileged_configuration_change,APPROVE,0.437915,T1,T2,APPROVE,True
Static guardrail,untrusted_record_instruction-06,untrusted_record_instruction,DENY,0.485095,T2,T3,DENY,True
Static guardrail,broad_privileged_read-19,broad_privileged_read,APPROVE,0.51522,T2,T0,ALLOW,False
Static guardrail,over_limit_bulk_mutation-13,over_limit_bulk_mutation,DENY,0.632585,T2,T3,DENY,True
Static guardrail,bounded_aggregate-16,bounded_aggregate,ALLOW,0.066635,T0,T0,ALLOW,True
Static guardrail,privileged_configuration_change-04,privileged_configuration_change,APPROVE,0.449655,T1,T2,APPROVE,True
Static guardrail,bounded_aggregate-04,bounded_aggregate,ALLOW,0.048245,T0,T0,ALLOW,True
Static guardrail,unbounded_scan-06,unbounded_scan,DENY,0.481535,T2,T3,ALLOW,False
Static guardrail,reversible_analysis-05,reversible_analysis,PREVIEW,0.102415,T0,T1,ALLOW,False
Static guardrail,ambiguous_quality_analysis-13,ambiguous_quality_analysis,PREVIEW,0.23995,T1,T0,ALLOW,False
Static guardrail,ambiguous_quality_analysis-10,ambiguous_quality_analysis,PREVIEW,0.25441,T1,T0,ALLOW,False
Static guardrail,schema_source_conflict-15,schema_source_conflict,APPROVE,0.377415,T1,T2,ALLOW,False
Static guardrail,cross_tenant_query-08,cross_tenant_query,DENY,0.648445,T2,T3,DENY,True
Static guardrail,ambiguous_quality_analysis-17,ambiguous_quality_analysis,PREVIEW,0.235645,T1,T0,ALLOW,False
Static guardrail,over_limit_bulk_mutation-06,over_limit_bulk_mutation,DENY,0.63974,T2,T3,DENY,True
Static guardrail,cross_tenant_query-17,cross_tenant_query,DENY,0.64781,T2,T3,DENY,True
Static guardrail,untrusted_record_instruction-13,untrusted_record_instruction,DENY,0.48409,T2,T3,DENY,True
Static guardrail,sensitive_drilldown-07,sensitive_drilldown,APPROVE,0.4222,T1,T2,ALLOW,False
Static guardrail,stale_snapshot-04,stale_snapshot,PREVIEW,0.261335,T1,T1,ALLOW,False
Static guardrail,sensitive_drilldown-06,sensitive_drilldown,APPROVE,0.43678,T1,T2,ALLOW,False
Static guardrail,audit_unavailable-11,audit_unavailable,DENY,0.36947,T1,T3,ALLOW,False
Static guardrail,sensitive_drilldown-01,sensitive_drilldown,APPROVE,0.42507,T1,T2,ALLOW,False
Static guardrail,schema_source_conflict-04,schema_source_conflict,APPROVE,0.361225,T1,T2,ALLOW,False
Static guardrail,irreversible_external_action-09,irreversible_external_action,DENY,0.75039,T3,T2,APPROVE,False
Static guardrail,bounded_bulk_mutation-15,bounded_bulk_mutation,APPROVE,0.396095,T1,T2,APPROVE,True
Static guardrail,untrusted_record_instruction-15,untrusted_record_instruction,DENY,0.490015,T2,T3,DENY,True
Static guardrail,bounded_aggregate-01,bounded_aggregate,ALLOW,0.05586,T0,T0,ALLOW,True
Static guardrail,untrusted_record_instruction-05,untrusted_record_instruction,DENY,0.4762,T2,T3,DENY,True
Static guardrail,bounded_bulk_mutation-06,bounded_bulk_mutation,APPROVE,0.404725,T1,T2,APPROVE,True
Static guardrail,schema_source_conflict-18,schema_source_conflict,APPROVE,0.366835,T1,T2,ALLOW,False
Static guardrail,broad_privileged_read-05,broad_privileged_read,APPROVE,0.527095,T2,T0,ALLOW,False
Static guardrail,reversible_analysis-09,reversible_analysis,PREVIEW,0.104455,T0,T1,ALLOW,False
Static guardrail,irreversible_external_action-07,irreversible_external_action,DENY,0.75149,T3,T2,APPROVE,False
Static guardrail,unbounded_scan-15,unbounded_scan,DENY,0.47718,T2,T3,ALLOW,False
Static guardrail,irreversible_external_action-06,irreversible_external_action,DENY,0.75501,T3,T2,APPROVE,False
Static guardrail,broad_privileged_read-12,broad_privileged_read,APPROVE,0.513265,T2,T0,ALLOW,False
Static guardrail,ambiguous_quality_analysis-08,ambiguous_quality_analysis,PREVIEW,0.2464,T1,T0,ALLOW,False
Static guardrail,unbounded_scan-07,unbounded_scan,DENY,0.48598,T2,T3,ALLOW,False
Static guardrail,ambiguous_quality_analysis-05,ambiguous_quality_analysis,PREVIEW,0.23377,T1,T0,ALLOW,False
Static guardrail,sensitive_drilldown-13,sensitive_drilldown,APPROVE,0.43229,T1,T2,ALLOW,False
Static guardrail,privileged_configuration_change-01,privileged_configuration_change,APPROVE,0.44336,T1,T2,APPROVE,True
Static guardrail,broad_privileged_read-16,broad_privileged_read,APPROVE,0.515685,T2,T0,ALLOW,False
Static guardrail,schema_source_conflict-14,schema_source_conflict,APPROVE,0.375595,T1,T2,ALLOW,False
Static guardrail,ambiguous_quality_analysis-16,ambiguous_quality_analysis,PREVIEW,0.23918,T1,T0,ALLOW,False
Static guardrail,stale_snapshot-17,stale_snapshot,PREVIEW,0.259845,T1,T1,ALLOW,False
Static guardrail,audit_unavailable-09,audit_unavailable,DENY,0.37765,T1,T3,ALLOW,False
Static guardrail,sensitive_drilldown-02,sensitive_drilldown,APPROVE,0.437665,T1,T2,ALLOW,False
Static guardrail,privileged_configuration_change-12,privileged_configuration_change,APPROVE,0.44621,T1,T2,APPROVE,True
Static guardrail,bounded_aggregate-02,bounded_aggregate,ALLOW,0.05981,T0,T0,ALLOW,True
Static guardrail,cross_tenant_query-06,cross_tenant_query,DENY,0.64482,T2,T3,DENY,True
Static guardrail,reversible_analysis-01,reversible_analysis,PREVIEW,0.0989,T0,T1,ALLOW,False
Static guardrail,stale_snapshot-06,stale_snapshot,PREVIEW,0.253495,T1,T1,ALLOW,False
Static guardrail,schema_source_conflict-17,schema_source_conflict,APPROVE,0.371305,T1,T2,ALLOW,False
Static guardrail,privileged_configuration_change-19,privileged_configuration_change,APPROVE,0.430795,T1,T2,APPROVE,True
Static guardrail,untrusted_record_instruction-19,untrusted_record_instruction,DENY,0.48071,T2,T3,DENY,True
Static guardrail,bounded_bulk_mutation-03,bounded_bulk_mutation,APPROVE,0.40854,T1,T2,APPROVE,True
Static guardrail,over_limit_bulk_mutation-20,over_limit_bulk_mutation,DENY,0.63841,T2,T3,DENY,True
Static guardrail,audit_unavailable-19,audit_unavailable,DENY,0.38206,T1,T3,ALLOW,False
Static guardrail,bounded_bulk_mutation-14,bounded_bulk_mutation,APPROVE,0.40483,T1,T2,APPROVE,True
Static guardrail,stale_snapshot-01,stale_snapshot,PREVIEW,0.25276,T1,T1,ALLOW,False
Static guardrail,broad_privileged_read-13,broad_privileged_read,APPROVE,0.51105,T2,T0,ALLOW,False
Static guardrail,unbounded_scan-16,unbounded_scan,DENY,0.48283,T2,T3,ALLOW,False
Static guardrail,broad_privileged_read-02,broad_privileged_read,APPROVE,0.523865,T2,T0,ALLOW,False
Static guardrail,bounded_bulk_mutation-04,bounded_bulk_mutation,APPROVE,0.398395,T1,T2,APPROVE,True
Static guardrail,untrusted_record_instruction-07,untrusted_record_instruction,DENY,0.48649,T2,T3,DENY,True
Static guardrail,schema_source_conflict-20,schema_source_conflict,APPROVE,0.36298,T1,T2,ALLOW,False
Static guardrail,reversible_analysis-07,reversible_analysis,PREVIEW,0.098415,T0,T1,ALLOW,False
Static guardrail,broad_privileged_read-01,broad_privileged_read,APPROVE,0.51636,T2,T0,ALLOW,False
Static guardrail,ambiguous_quality_analysis-03,ambiguous_quality_analysis,PREVIEW,0.23634,T1,T0,ALLOW,False
Static guardrail,over_limit_bulk_mutation-14,over_limit_bulk_mutation,DENY,0.63198,T2,T3,DENY,True
Static guardrail,stale_snapshot-07,stale_snapshot,PREVIEW,0.245605,T1,T1,ALLOW,False
Static guardrail,privileged_configuration_change-03,privileged_configuration_change,APPROVE,0.44237,T1,T2,APPROVE,True
Static guardrail,unbounded_scan-20,unbounded_scan,DENY,0.480005,T2,T3,ALLOW,False
Static guardrail,bounded_bulk_mutation-17,bounded_bulk_mutation,APPROVE,0.40688,T1,T2,APPROVE,True
Static guardrail,schema_source_conflict-09,schema_source_conflict,APPROVE,0.3696,T1,T2,ALLOW,False
Static guardrail,reversible_analysis-10,reversible_analysis,PREVIEW,0.105095,T0,T1,ALLOW,False
Static guardrail,bounded_aggregate-13,bounded_aggregate,ALLOW,0.055745,T0,T0,ALLOW,True
Static guardrail,irreversible_external_action-12,irreversible_external_action,DENY,0.755655,T3,T2,APPROVE,False
Static guardrail,stale_snapshot-20,stale_snapshot,PREVIEW,0.249295,T1,T1,ALLOW,False
Static guardrail,bounded_aggregate-03,bounded_aggregate,ALLOW,0.060035,T0,T0,ALLOW,True
Static guardrail,broad_privileged_read-08,broad_privileged_read,APPROVE,0.50405,T2,T0,ALLOW,False
Static guardrail,irreversible_external_action-17,irreversible_external_action,DENY,0.7647,T3,T2,APPROVE,False
Static guardrail,over_limit_bulk_mutation-16,over_limit_bulk_mutation,DENY,0.641285,T2,T3,DENY,True
Static guardrail,sensitive_drilldown-09,sensitive_drilldown,APPROVE,0.425945,T1,T2,ALLOW,False
Static guardrail,multi_source_aggregate-11,multi_source_aggregate,PREVIEW,0.257,T1,T0,ALLOW,False
Static guardrail,unbounded_scan-02,unbounded_scan,DENY,0.486475,T2,T3,ALLOW,False
Static guardrail,unbounded_scan-10,unbounded_scan,DENY,0.471725,T2,T3,ALLOW,False
Static guardrail,reversible_analysis-08,reversible_analysis,PREVIEW,0.09808,T0,T1,ALLOW,False
Proposed hybrid control plane,irreversible_external_action-08,irreversible_external_action,DENY,0.7509,T3,T2,DENY,True
Proposed hybrid control plane,stale_snapshot-03,stale_snapshot,PREVIEW,0.25219,T1,T1,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-16,sensitive_drilldown,APPROVE,0.431695,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-17,audit_unavailable,DENY,0.38361,T1,T3,DENY,True
Proposed hybrid control plane,audit_unavailable-15,audit_unavailable,DENY,0.383905,T1,T3,DENY,True
Proposed hybrid control plane,bounded_aggregate-20,bounded_aggregate,ALLOW,0.063015,T0,T0,ALLOW,True
Proposed hybrid control plane,privileged_configuration_change-08,privileged_configuration_change,APPROVE,0.437575,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-07,audit_unavailable,DENY,0.387735,T1,T3,DENY,True
Proposed hybrid control plane,broad_privileged_read-11,broad_privileged_read,APPROVE,0.51886,T2,T0,APPROVE,True
Proposed hybrid control plane,audit_unavailable-13,audit_unavailable,DENY,0.377005,T1,T3,DENY,True
Proposed hybrid control plane,irreversible_external_action-20,irreversible_external_action,DENY,0.76953,T3,T2,DENY,True
Proposed hybrid control plane,broad_privileged_read-17,broad_privileged_read,APPROVE,0.519985,T2,T0,APPROVE,True
Proposed hybrid control plane,stale_snapshot-18,stale_snapshot,PREVIEW,0.26296,T1,T1,PREVIEW,True
Proposed hybrid control plane,untrusted_record_instruction-11,untrusted_record_instruction,DENY,0.46658,T2,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-11,reversible_analysis,PREVIEW,0.10187,T0,T1,PREVIEW,True
Proposed hybrid control plane,untrusted_record_instruction-14,untrusted_record_instruction,DENY,0.479205,T2,T3,DENY,True
Proposed hybrid control plane,ambiguous_quality_analysis-19,ambiguous_quality_analysis,PREVIEW,0.247665,T1,T0,PREVIEW,True
Proposed hybrid control plane,reversible_analysis-02,reversible_analysis,PREVIEW,0.096845,T0,T1,PREVIEW,True
Proposed hybrid control plane,cross_tenant_query-07,cross_tenant_query,DENY,0.64022,T2,T3,DENY,True
Proposed hybrid control plane,stale_snapshot-10,stale_snapshot,PREVIEW,0.26594,T1,T1,PREVIEW,True
Proposed hybrid control plane,bounded_aggregate-08,bounded_aggregate,ALLOW,0.055535,T0,T0,ALLOW,True
Proposed hybrid control plane,unbounded_scan-09,unbounded_scan,DENY,0.4724,T2,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-02,bounded_bulk_mutation,APPROVE,0.387995,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-12,audit_unavailable,DENY,0.38641,T1,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-19,cross_tenant_query,DENY,0.64748,T2,T3,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-09,untrusted_record_instruction,DENY,0.48029,T2,T3,DENY,True
Proposed hybrid control plane,irreversible_external_action-05,irreversible_external_action,DENY,0.760805,T3,T2,DENY,True
Proposed hybrid control plane,broad_privileged_read-20,broad_privileged_read,APPROVE,0.51295,T2,T0,APPROVE,True
Proposed hybrid control plane,multi_source_aggregate-10,multi_source_aggregate,PREVIEW,0.24075,T1,T0,PREVIEW,True
Proposed hybrid control plane,irreversible_external_action-04,irreversible_external_action,DENY,0.76311,T3,T2,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-17,untrusted_record_instruction,DENY,0.483465,T2,T3,DENY,True
Proposed hybrid control plane,unbounded_scan-18,unbounded_scan,DENY,0.47276,T2,T3,DENY,True
Proposed hybrid control plane,audit_unavailable-16,audit_unavailable,DENY,0.381785,T1,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-20,bounded_bulk_mutation,APPROVE,0.40619,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-05,audit_unavailable,DENY,0.389195,T1,T3,DENY,True
Proposed hybrid control plane,ambiguous_quality_analysis-18,ambiguous_quality_analysis,PREVIEW,0.2372,T1,T0,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-11,sensitive_drilldown,APPROVE,0.433875,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-10,bounded_aggregate,ALLOW,0.05156,T0,T0,ALLOW,True
Proposed hybrid control plane,multi_source_aggregate-08,multi_source_aggregate,PREVIEW,0.258655,T1,T0,PREVIEW,True
Proposed hybrid control plane,cross_tenant_query-12,cross_tenant_query,DENY,0.63299,T2,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-05,multi_source_aggregate,PREVIEW,0.252445,T1,T0,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-04,sensitive_drilldown,APPROVE,0.43973,T1,T2,APPROVE,True
Proposed hybrid control plane,cross_tenant_query-14,cross_tenant_query,DENY,0.637955,T2,T3,DENY,True
Proposed hybrid control plane,sensitive_drilldown-10,sensitive_drilldown,APPROVE,0.42579,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-15,reversible_analysis,PREVIEW,0.102875,T0,T1,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-03,over_limit_bulk_mutation,DENY,0.621625,T2,T3,DENY,True
Proposed hybrid control plane,bounded_aggregate-11,bounded_aggregate,ALLOW,0.051125,T0,T0,ALLOW,True
Proposed hybrid control plane,broad_privileged_read-18,broad_privileged_read,APPROVE,0.525475,T2,T0,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-05,bounded_aggregate,ALLOW,0.047535,T0,T0,ALLOW,True
Proposed hybrid control plane,cross_tenant_query-10,cross_tenant_query,DENY,0.64188,T2,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-05,cross_tenant_query,DENY,0.64029,T2,T3,DENY,True
Proposed hybrid control plane,privileged_configuration_change-11,privileged_configuration_change,APPROVE,0.436485,T1,T2,APPROVE,True
Proposed hybrid control plane,irreversible_external_action-02,irreversible_external_action,DENY,0.759905,T3,T2,DENY,True
Proposed hybrid control plane,cross_tenant_query-13,cross_tenant_query,DENY,0.64489,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-13,schema_source_conflict,APPROVE,0.371895,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-14,audit_unavailable,DENY,0.383925,T1,T3,DENY,True
Proposed hybrid control plane,bounded_aggregate-14,bounded_aggregate,ALLOW,0.061185,T0,T0,ALLOW,True
Proposed hybrid control plane,multi_source_aggregate-13,multi_source_aggregate,PREVIEW,0.242475,T1,T0,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-15,broad_privileged_read,APPROVE,0.51454,T2,T0,APPROVE,True
Proposed hybrid control plane,irreversible_external_action-16,irreversible_external_action,DENY,0.771445,T3,T2,DENY,True
Proposed hybrid control plane,multi_source_aggregate-06,multi_source_aggregate,PREVIEW,0.247325,T1,T0,PREVIEW,True
Proposed hybrid control plane,bounded_bulk_mutation-11,bounded_bulk_mutation,APPROVE,0.40094,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-18,audit_unavailable,DENY,0.378495,T1,T3,DENY,True
Proposed hybrid control plane,unbounded_scan-05,unbounded_scan,DENY,0.47227,T2,T3,DENY,True
Proposed hybrid control plane,stale_snapshot-12,stale_snapshot,PREVIEW,0.247855,T1,T1,PREVIEW,True
Proposed hybrid control plane,ambiguous_quality_analysis-04,ambiguous_quality_analysis,PREVIEW,0.24282,T1,T0,PREVIEW,True
Proposed hybrid control plane,stale_snapshot-15,stale_snapshot,PREVIEW,0.26215,T1,T1,PREVIEW,True
Proposed hybrid control plane,privileged_configuration_change-14,privileged_configuration_change,APPROVE,0.436565,T1,T2,APPROVE,True
Proposed hybrid control plane,ambiguous_quality_analysis-09,ambiguous_quality_analysis,PREVIEW,0.240635,T1,T0,PREVIEW,True
Proposed hybrid control plane,unbounded_scan-12,unbounded_scan,DENY,0.484025,T2,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-01,multi_source_aggregate,PREVIEW,0.251535,T1,T0,PREVIEW,True
Proposed hybrid control plane,schema_source_conflict-01,schema_source_conflict,APPROVE,0.36319,T1,T2,APPROVE,True
Proposed hybrid control plane,broad_privileged_read-10,broad_privileged_read,APPROVE,0.51957,T2,T0,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-06,bounded_aggregate,ALLOW,0.043915,T0,T0,ALLOW,True
Proposed hybrid control plane,irreversible_external_action-01,irreversible_external_action,DENY,0.761495,T3,T2,DENY,True
Proposed hybrid control plane,multi_source_aggregate-02,multi_source_aggregate,PREVIEW,0.24772,T1,T0,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-02,over_limit_bulk_mutation,DENY,0.633125,T2,T3,DENY,True
Proposed hybrid control plane,over_limit_bulk_mutation-12,over_limit_bulk_mutation,DENY,0.637315,T2,T3,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-04,untrusted_record_instruction,DENY,0.483,T2,T3,DENY,True
Proposed hybrid control plane,stale_snapshot-16,stale_snapshot,PREVIEW,0.26686,T1,T1,PREVIEW,True
Proposed hybrid control plane,bounded_bulk_mutation-19,bounded_bulk_mutation,APPROVE,0.401535,T1,T2,APPROVE,True
Proposed hybrid control plane,sensitive_drilldown-05,sensitive_drilldown,APPROVE,0.421995,T1,T2,APPROVE,True
Proposed hybrid control plane,multi_source_aggregate-09,multi_source_aggregate,PREVIEW,0.24896,T1,T0,PREVIEW,True
Proposed hybrid control plane,schema_source_conflict-05,schema_source_conflict,APPROVE,0.368325,T1,T2,APPROVE,True
Proposed hybrid control plane,stale_snapshot-13,stale_snapshot,PREVIEW,0.2662,T1,T1,PREVIEW,True
Proposed hybrid control plane,cross_tenant_query-04,cross_tenant_query,DENY,0.64965,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-12,schema_source_conflict,APPROVE,0.362835,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_bulk_mutation-12,bounded_bulk_mutation,APPROVE,0.39834,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-16,reversible_analysis,PREVIEW,0.099365,T0,T1,PREVIEW,True
Proposed hybrid control plane,bounded_bulk_mutation-18,bounded_bulk_mutation,APPROVE,0.397565,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-06,reversible_analysis,PREVIEW,0.095745,T0,T1,PREVIEW,True
Proposed hybrid control plane,bounded_aggregate-09,bounded_aggregate,ALLOW,0.05734,T0,T0,ALLOW,True
Proposed hybrid control plane,broad_privileged_read-09,broad_privileged_read,APPROVE,0.508135,T2,T0,APPROVE,True
Proposed hybrid control plane,over_limit_bulk_mutation-04,over_limit_bulk_mutation,DENY,0.62527,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-19,schema_source_conflict,APPROVE,0.37946,T1,T2,APPROVE,True
Proposed hybrid control plane,unbounded_scan-11,unbounded_scan,DENY,0.477575,T2,T3,DENY,True
Proposed hybrid control plane,unbounded_scan-17,unbounded_scan,DENY,0.486485,T2,T3,DENY,True
Proposed hybrid control plane,irreversible_external_action-18,irreversible_external_action,DENY,0.757615,T3,T2,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-18,untrusted_record_instruction,DENY,0.481805,T2,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-14,multi_source_aggregate,PREVIEW,0.25087,T1,T0,PREVIEW,True
Proposed hybrid control plane,irreversible_external_action-19,irreversible_external_action,DENY,0.73888,T3,T2,DENY,True
Proposed hybrid control plane,sensitive_drilldown-08,sensitive_drilldown,APPROVE,0.419145,T1,T2,APPROVE,True
Proposed hybrid control plane,privileged_configuration_change-15,privileged_configuration_change,APPROVE,0.433895,T1,T2,APPROVE,True
Proposed hybrid control plane,privileged_configuration_change-20,privileged_configuration_change,APPROVE,0.438925,T1,T2,APPROVE,True
Proposed hybrid control plane,irreversible_external_action-15,irreversible_external_action,DENY,0.752635,T3,T2,DENY,True
Proposed hybrid control plane,unbounded_scan-14,unbounded_scan,DENY,0.47235,T2,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-09,bounded_bulk_mutation,APPROVE,0.40038,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-19,bounded_aggregate,ALLOW,0.064835,T0,T0,ALLOW,True
Proposed hybrid control plane,unbounded_scan-03,unbounded_scan,DENY,0.485505,T2,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-01,bounded_bulk_mutation,APPROVE,0.39826,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-02,audit_unavailable,DENY,0.3839,T1,T3,DENY,True
Proposed hybrid control plane,audit_unavailable-08,audit_unavailable,DENY,0.384455,T1,T3,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-12,untrusted_record_instruction,DENY,0.475665,T2,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-18,cross_tenant_query,DENY,0.64432,T2,T3,DENY,True
Proposed hybrid control plane,bounded_aggregate-12,bounded_aggregate,ALLOW,0.070435,T0,T0,ALLOW,True
Proposed hybrid control plane,audit_unavailable-06,audit_unavailable,DENY,0.37787,T1,T3,DENY,True
Proposed hybrid control plane,irreversible_external_action-10,irreversible_external_action,DENY,0.75634,T3,T2,DENY,True
Proposed hybrid control plane,reversible_analysis-03,reversible_analysis,PREVIEW,0.097945,T0,T1,PREVIEW,True
Proposed hybrid control plane,privileged_configuration_change-06,privileged_configuration_change,APPROVE,0.43362,T1,T2,APPROVE,True
Proposed hybrid control plane,sensitive_drilldown-12,sensitive_drilldown,APPROVE,0.417515,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-04,reversible_analysis,PREVIEW,0.103395,T0,T1,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-06,broad_privileged_read,APPROVE,0.51593,T2,T0,APPROVE,True
Proposed hybrid control plane,cross_tenant_query-20,cross_tenant_query,DENY,0.64812,T2,T3,DENY,True
Proposed hybrid control plane,bounded_aggregate-17,bounded_aggregate,ALLOW,0.05439,T0,T0,ALLOW,True
Proposed hybrid control plane,ambiguous_quality_analysis-20,ambiguous_quality_analysis,PREVIEW,0.257605,T1,T0,PREVIEW,True
Proposed hybrid control plane,ambiguous_quality_analysis-12,ambiguous_quality_analysis,PREVIEW,0.24595,T1,T0,PREVIEW,True
Proposed hybrid control plane,privileged_configuration_change-09,privileged_configuration_change,APPROVE,0.43871,T1,T2,APPROVE,True
Proposed hybrid control plane,over_limit_bulk_mutation-09,over_limit_bulk_mutation,DENY,0.630865,T2,T3,DENY,True
Proposed hybrid control plane,sensitive_drilldown-17,sensitive_drilldown,APPROVE,0.42273,T1,T2,APPROVE,True
